Antecedents,Consequents,Support,Confidence,Lift,Clinical Pattern Observation
"Med_Insulin_Prescribed, High_Prior_Utilization","DiabetesMed_Yes, Readmitted_30d",0.0255,0.3542,2.7455,"Encounters with 'Med_Insulin_Prescribed, High_Prior_Utilization' frequently exhibit 'DiabetesMed_Yes, Readmitted_30d' (Lift: 2.75x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Readmitted_30d","Med_Insulin_Prescribed, High_Prior_Utilization",0.0255,0.1977,2.7455,"Encounters with 'DiabetesMed_Yes, Readmitted_30d' frequently exhibit 'Med_Insulin_Prescribed, High_Prior_Utilization' (Lift: 2.75x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glyburide_Prescribed",Med_Metformin_Prescribed,0.0385,0.5274,2.7397,"Encounters with 'Med_Change_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.74x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed",Med_Metformin_Prescribed,0.0385,0.5274,2.7397,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 2.74x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glyburide_Prescribed","DiabetesMed_Yes, Med_Metformin_Prescribed",0.0385,0.5274,2.7397,"Encounters with 'Med_Change_Yes, Med_Glyburide_Prescribed' frequently exhibit 'DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 2.74x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Change_Yes, Med_Glyburide_Prescribed",0.0385,0.2,2.7397,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Glyburide_Prescribed' (Lift: 2.74x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Med_Metformin_Prescribed","Med_Change_Yes, Med_Glyburide_Prescribed",0.0385,0.2,2.7397,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Glyburide_Prescribed' (Lift: 2.74x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,"Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed",0.0385,0.2,2.7397,"Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed' (Lift: 2.74x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, Stay_Long (>=7 days)","Med_Insulin_Prescribed, High_Lab_Procedures (>=50)",0.022,0.6027,2.7089,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' (Lift: 2.71x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)","Med_Insulin_Prescribed, High_Lab_Procedures (>=50)",0.022,0.6027,2.7089,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' (Lift: 2.71x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, Stay_Long (>=7 days)","Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.022,0.6027,2.7089,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 2.71x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days)","Diag1_Circulatory, Med_Change_Yes, High_Lab_Procedures (>=50)",0.0245,0.1408,2.7078,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 2.71x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, High_Lab_Procedures (>=50)","DiabetesMed_Yes, Stay_Long (>=7 days)",0.0245,0.4712,2.7078,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.71x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Readmitted_30d","Med_Change_Yes, High_Prior_Utilization",0.021,0.1628,2.6908,"Encounters with 'DiabetesMed_Yes, Readmitted_30d' frequently exhibit 'Med_Change_Yes, High_Prior_Utilization' (Lift: 2.69x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Prior_Utilization","DiabetesMed_Yes, Readmitted_30d",0.021,0.3471,2.6908,"Encounters with 'Med_Change_Yes, High_Prior_Utilization' frequently exhibit 'DiabetesMed_Yes, Readmitted_30d' (Lift: 2.69x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Med_Glyburide_Prescribed","Med_Change_Yes, High_Lab_Procedures (>=50)",0.021,0.506,2.6845,"Encounters with 'Med_Insulin_Prescribed, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 2.68x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Glyburide_Prescribed","Med_Change_Yes, High_Lab_Procedures (>=50)",0.021,0.506,2.6845,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 2.68x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Med_Glyburide_Prescribed","Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.021,0.506,2.6845,"Encounters with 'Med_Insulin_Prescribed, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 2.68x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50)","Med_Insulin_Prescribed, Med_Glyburide_Prescribed",0.021,0.1114,2.6845,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Insulin_Prescribed, Med_Glyburide_Prescribed' (Lift: 2.68x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)","Med_Insulin_Prescribed, Med_Glyburide_Prescribed",0.021,0.1114,2.6845,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Insulin_Prescribed, Med_Glyburide_Prescribed' (Lift: 2.68x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50)","Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Glyburide_Prescribed",0.021,0.1114,2.6845,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Glyburide_Prescribed' (Lift: 2.68x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","DiabetesMed_Yes, Stay_Long (>=7 days)",0.03,0.4651,2.6731,"Encounters with 'Diag1_Circulatory, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.67x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days)","Diag1_Circulatory, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.03,0.1724,2.6731,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 2.67x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Readmitted_30d","DiabetesMed_Yes, High_Prior_Utilization",0.021,0.2485,2.6298,"Encounters with 'Med_Change_Yes, Readmitted_30d' frequently exhibit 'DiabetesMed_Yes, High_Prior_Utilization' (Lift: 2.63x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, High_Prior_Utilization","Med_Change_Yes, Readmitted_30d",0.021,0.2222,2.6298,"Encounters with 'DiabetesMed_Yes, High_Prior_Utilization' frequently exhibit 'Med_Change_Yes, Readmitted_30d' (Lift: 2.63x baseline). Note: Association does not imply causation."
"Diag1_Diabetes, DiabetesMed_Yes",A1C_High (>7/8),0.0215,0.3139,2.6156,"Encounters with 'Diag1_Diabetes, DiabetesMed_Yes' frequently exhibit 'A1C_High (>7/8)' (Lift: 2.62x baseline). Note: Association does not imply causation."
A1C_High (>7/8),"Diag1_Diabetes, DiabetesMed_Yes",0.0215,0.1792,2.6156,"Encounters with 'A1C_High (>7/8)' frequently exhibit 'Diag1_Diabetes, DiabetesMed_Yes' (Lift: 2.62x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, DiabetesMed_Yes, Stay_Long (>=7 days)","Med_Insulin_Prescribed, High_Lab_Procedures (>=50)",0.03,0.5769,2.5929,"Encounters with 'Diag1_Circulatory, DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' (Lift: 2.59x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Lab_Procedures (>=50)","Diag1_Circulatory, DiabetesMed_Yes, Stay_Long (>=7 days)",0.03,0.1348,2.5929,"Encounters with 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50)' frequently exhibit 'Diag1_Circulatory, DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.59x baseline). Note: Association does not imply causation."
"Med_Metformin_Prescribed, Med_Glyburide_Prescribed","Med_Change_Yes, Admission_Emergency",0.0225,0.5844,2.5802,"Encounters with 'Med_Metformin_Prescribed, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, Admission_Emergency' (Lift: 2.58x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Med_Metformin_Prescribed, Med_Glyburide_Prescribed","Admission_Emergency, Med_Change_Yes",0.0225,0.5844,2.5802,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed, Med_Glyburide_Prescribed' frequently exhibit 'Admission_Emergency, Med_Change_Yes' (Lift: 2.58x baseline). Note: Association does not imply causation."
"Med_Metformin_Prescribed, Med_Glyburide_Prescribed","Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes",0.0225,0.5844,2.5802,"Encounters with 'Med_Metformin_Prescribed, Med_Glyburide_Prescribed' frequently exhibit 'Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes' (Lift: 2.58x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Med_Metformin_Prescribed","Med_Change_Yes, Stay_Long (>=7 days)",0.0225,0.2941,2.58,"Encounters with 'High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days)' (Lift: 2.58x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed","Med_Change_Yes, Stay_Long (>=7 days)",0.0225,0.2941,2.58,"Encounters with 'DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days)' (Lift: 2.58x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Med_Metformin_Prescribed","Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)",0.0225,0.2941,2.58,"Encounters with 'High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 2.58x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days)","High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0225,0.1974,2.58,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.58x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)","High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0225,0.1974,2.58,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.58x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days)","DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0225,0.1974,2.58,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.58x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Glyburide_Prescribed","Med_Change_Yes, Med_Metformin_Prescribed",0.0225,0.4091,2.5489,"Encounters with 'Admission_Emergency, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Metformin_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed","Med_Change_Yes, Med_Metformin_Prescribed",0.0225,0.4091,2.5489,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Metformin_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Glyburide_Prescribed","Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed",0.0225,0.4091,2.5489,"Encounters with 'Admission_Emergency, Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Metformin_Prescribed","Admission_Emergency, Med_Glyburide_Prescribed",0.0225,0.1402,2.5489,"Encounters with 'Med_Change_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Glyburide_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed","Admission_Emergency, Med_Glyburide_Prescribed",0.0225,0.1402,2.5489,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Glyburide_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Metformin_Prescribed","Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed",0.0225,0.1402,2.5489,"Encounters with 'Med_Change_Yes, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, Med_Glyburide_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed","Admission_Emergency, Med_Change_Yes",0.0245,0.5765,2.5451,"Encounters with 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Change_Yes' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed","Admission_Emergency, Med_Change_Yes",0.0245,0.5765,2.5451,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Change_Yes' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed","Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes",0.0245,0.5765,2.5451,"Encounters with 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Change_Yes","Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0245,0.1082,2.5451,"Encounters with 'Admission_Emergency, Med_Change_Yes' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes","Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0245,0.1082,2.5451,"Encounters with 'Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes' frequently exhibit 'Med_Insulin_Prescribed, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Change_Yes","Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0245,0.1082,2.5451,"Encounters with 'Admission_Emergency, Med_Change_Yes' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.55x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50)","Med_Change_Yes, Stay_Long (>=7 days)",0.0245,0.2882,2.5284,"Encounters with 'Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days)' (Lift: 2.53x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days)","Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.0245,0.2149,2.5284,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 2.53x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Med_Metformin_Prescribed","Med_Change_Yes, Diag1_Circulatory",0.0315,0.3387,2.5183,"Encounters with 'Med_Insulin_Prescribed, Med_Metformin_Prescribed' frequently exhibit 'Med_Change_Yes, Diag1_Circulatory' (Lift: 2.52x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Metformin_Prescribed","Diag1_Circulatory, Med_Change_Yes",0.0315,0.3387,2.5183,"Encounters with 'Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes' (Lift: 2.52x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Med_Metformin_Prescribed","Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes",0.0315,0.3387,2.5183,"Encounters with 'Med_Insulin_Prescribed, Med_Metformin_Prescribed' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes' (Lift: 2.52x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Diag1_Circulatory","Med_Insulin_Prescribed, Med_Metformin_Prescribed",0.0315,0.2342,2.5183,"Encounters with 'Med_Change_Yes, Diag1_Circulatory' frequently exhibit 'Med_Insulin_Prescribed, Med_Metformin_Prescribed' (Lift: 2.52x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes","Med_Insulin_Prescribed, Med_Metformin_Prescribed",0.0315,0.2342,2.5183,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes' frequently exhibit 'Med_Insulin_Prescribed, Med_Metformin_Prescribed' (Lift: 2.52x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes","Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Metformin_Prescribed",0.0315,0.2342,2.5183,"Encounters with 'Diag1_Circulatory, Med_Change_Yes' frequently exhibit 'Med_Insulin_Prescribed, DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 2.52x baseline). Note: Association does not imply causation."
"A1C_High (>7/8), DiabetesMed_Yes","High_Lab_Procedures (>=50), Med_Metformin_Prescribed",0.0205,0.1925,2.5162,"Encounters with 'A1C_High (>7/8), DiabetesMed_Yes' frequently exhibit 'High_Lab_Procedures (>=50), Med_Metformin_Prescribed' (Lift: 2.52x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Med_Metformin_Prescribed","A1C_High (>7/8), DiabetesMed_Yes",0.0205,0.268,2.5162,"Encounters with 'High_Lab_Procedures (>=50), Med_Metformin_Prescribed' frequently exhibit 'A1C_High (>7/8), DiabetesMed_Yes' (Lift: 2.52x baseline). Note: Association does not imply causation."
